scenarij,TimeStep,Cas,pos_flex_kWh_zgornja,neg_flex_kWh_zgornja,parkirana_vozila_zgornja,pos_flex_kWh_spodnja,neg_flex_kWh_spodnja,parkirana_vozila_spodnja
50pct,42,10:30,280371.7,71535.5,8146,118672.2,30022.2,3442
50pct,43,10:45,278854.7,71583.7,8112,117419.4,29763.0,3407
50pct,44,11:00,279133.6,72168.8,8132,116679.3,29639.1,3387
50pct,45,11:15,279969.9,72714.9,8164,115512.0,29424.0,3355
50pct,46,11:30,280455.0,72964.2,8181,114876.3,29195.7,3335
50pct,47,11:45,279808.9,73178.3,8171,114275.4,29148.6,3320
50pct,48,12:00,279876.8,73499.2,8180,114087.1,29250.5,3318
50pct,49,12:15,279768.8,73693.6,8182,114084.6,29339.4,3320
50pct,50,12:30,280114.0,74082.8,8199,113988.8,29348.8,3318
50pct,51,12:45,279161.6,74300.8,8182,113690.4,29388.0,3312
50pct,52,13:00,279509.8,74600.6,8197,114360.4,29625.2,3333
50pct,53,13:15,279970.5,75003.9,8217,115044.1,29891.9,3355
50pct,54,13:30,279027.7,74953.1,8194,114973.4,29876.2,3353
50pct,55,13:45,279348.7,75366.5,8211,115334.5,30076.7,3366
50pct,56,14:00,277757.4,75273.0,8172,114888.8,30047.2,3355
50pct,57,14:15,278063.3,75571.9,8186,114419.7,29911.5,3341
50pct,58,14:30,276469.9,75350.9,8144,112957.5,29516.1,3298
50pct,59,14:45,274647.6,75229.2,8099,110961.3,29006.7,3240
50pct,60,15:00,273749.6,75349.6,8081,109087.1,28461.7,3184
50pct,61,15:15,268110.0,74509.2,7931,101644.5,26573.1,2968
50pct,62,15:30,263252.3,73707.7,7800,92753.8,24231.8,2708
50pct,63,15:45,258867.9,73080.9,7684,81513.3,21259.5,2379
50pct,64,16:00,254486.2,73142.6,7584,69305.4,18217.8,2026
50pct,65,16:15,251829.1,73164.5,7523,56273.8,14919.8,1648
50pct,66,16:30,251239.5,74142.9,7532,43998.0,11816.4,1292
50pct,67,16:45,249671.9,74846.5,7512,31614.1,8777.9,935
50pct,68,17:00,250306.7,75723.7,7547,21831.4,6205.4,649
50pct,69,17:15,252235.2,76992.0,7621,13469.4,3897.0,402
50pct,70,17:30,256318.1,78913.9,7760,8002.9,2451.5,242
50pct,71,17:45,262262.1,81307.5,7953,6198.3,1966.5,189
50pct,72,18:00,265959.7,82707.5,8071,4877.1,1602.9,150
50pct,73,18:15,268654.8,83814.0,8159,4010.9,1345.9,124
50pct,74,18:30,269486.2,84537.8,8195,3405.8,1216.6,107
50pct,75,18:45,269973.7,84914.3,8215,2911.7,1019.5,91
50pct,76,19:00,271113.5,85545.7,8256,2646.4,939.2,83
50pct,77,19:15,271236.5,85811.5,8265,2185.2,795.6,69
50pct,78,19:30,271741.2,86041.2,8282,1810.9,651.5,57
50pct,79,19:45,272009.5,86377.7,8296,1544.8,528.8,48
50pct,80,20:00,272637.4,86786.6,8320,1298.1,473.1,41
50pct,81,20:15,272650.6,86903.0,8323,983.6,355.6,31
50pct,82,20:30,272646.2,86993.8,8325,804.4,318.8,26
50pct,83,20:45,272807.2,87221.6,8334,711.1,282.5,23
50pct,84,21:00,273007.1,87410.5,8343,616.1,247.9,20
50pct,85,21:15,273339.0,87640.2,8356,580.5,240.3,19
50pct,86,21:30,273172.6,87633.8,8352,431.2,173.6,14
50pct,87,21:45,273520.2,87847.8,8365,278.1,110.7,9
50pct,88,22:00,273623.5,87960.5,8370,252.2,93.4,8
50pct,89,22:15,273802.8,88083.6,8377,177.4,81.8,6
50pct,90,22:30,273688.9,88067.9,8374,95.9,33.7,3
50pct,91,22:45,273644.0,88112.8,8374,0.0,0.0,0
50pct,92,23:00,273993.1,88238.9,8385,0.0,0.0,0
50pct,93,23:15,274108.1,88339.9,8390,0.0,0.0,0
50pct,94,23:30,274258.1,88405.9,8395,0.0,0.0,0
50pct,95,23:45,274400.0,88436.8,8399,0.0,0.0,0
