scenarij,TimeStep,kategorija,pos_zgornja,neg_zgornja,vozila_zgornja,pos_spodnja,neg_spodnja,vozila_spodnja,Cas
50pct,25,industrijsko,636.8508019507354,183.94919804926454,19,636.8508019507354,183.94919804926454,19.0,06:15
50pct,25,izobrazevalno,28.628047939266,14.571952060734,1,0.0,0.0,0.0,06:15
50pct,25,poslovno,133.45382095493207,39.34617904506792,4,133.45382095493207,39.34617904506792,4.0,06:15
50pct,25,stanovanjsko,293877.63466894993,59325.56533105009,8176,0.0,0.0,0.0,06:15
50pct,25,zelene_povrsine,38.58782610690319,4.612173893096814,1,0.0,0.0,0.0,06:15
50pct,26,delovno_neopredeljeno,189.3113938913814,26.6886061086186,5,189.3113938913814,26.6886061086186,5.0,06:30
50pct,26,drugo_neopredeljeno,703.7101216814217,203.48987831857826,21,0.0,0.0,0.0,06:30
50pct,26,industrijsko,1726.0240276068287,477.17597239317126,51,1661.981231394059,454.818768605941,49.0,06:30
50pct,26,izobrazevalno,299.12115380903265,89.67884619096735,9,0.0,0.0,0.0,06:30
50pct,26,poslovno,429.5303406741462,88.86965932585379,12,429.5303406741462,88.86965932585379,12.0,06:30
50pct,26,stanovanjsko,290393.97524692625,58705.22475307376,8081,0.0,0.0,0.0,06:30
