scenarij,TimeStep,kategorija,pos_zgornja,neg_zgornja,vozila_zgornja,pos_spodnja,neg_spodnja,vozila_spodnja,Cas
06_13pct,0,stanovanjsko,36988.468701471415,7507.5312985285855,1030,0.0,0.0,0.0,00:00
06_13pct,1,stanovanjsko,36988.468701471415,7507.5312985285855,1030,0.0,0.0,0.0,00:15
06_13pct,2,stanovanjsko,36988.468701471415,7507.5312985285855,1030,0.0,0.0,0.0,00:30
06_13pct,3,stanovanjsko,36988.468701471415,7507.5312985285855,1030,0.0,0.0,0.0,00:45
06_13pct,4,stanovanjsko,36988.468701471415,7507.5312985285855,1030,0.0,0.0,0.0,01:00
06_13pct,5,stanovanjsko,36988.468701471415,7507.5312985285855,1030,0.0,0.0,0.0,01:15
06_13pct,6,stanovanjsko,36988.468701471415,7507.5312985285855,1030,0.0,0.0,0.0,01:30
06_13pct,7,stanovanjsko,36988.468701471415,7507.5312985285855,1030,0.0,0.0,0.0,01:45
06_13pct,8,stanovanjsko,36988.468701471415,7507.5312985285855,1030,0.0,0.0,0.0,02:00
06_13pct,9,stanovanjsko,36988.468701471415,7507.5312985285855,1030,0.0,0.0,0.0,02:15
06_13pct,10,stanovanjsko,36988.468701471415,7507.5312985285855,1030,0.0,0.0,0.0,02:30
06_13pct,11,stanovanjsko,36988.468701471415,7507.5312985285855,1030,0.0,0.0,0.0,02:45
06_13pct,12,stanovanjsko,36988.468701471415,7507.5312985285855,1030,0.0,0.0,0.0,03:00
06_13pct,13,stanovanjsko,36988.468701471415,7507.5312985285855,1030,0.0,0.0,0.0,03:15
06_13pct,14,stanovanjsko,36988.468701471415,7507.5312985285855,1030,0.0,0.0,0.0,03:30
06_13pct,15,stanovanjsko,36988.468701471415,7507.5312985285855,1030,0.0,0.0,0.0,03:45
06_13pct,16,stanovanjsko,36988.468701471415,7507.5312985285855,1030,0.0,0.0,0.0,04:00
06_13pct,17,stanovanjsko,36988.468701471415,7507.5312985285855,1030,0.0,0.0,0.0,04:15
06_13pct,18,stanovanjsko,36988.468701471415,7507.5312985285855,1030,0.0,0.0,0.0,04:30
06_13pct,19,stanovanjsko,36988.468701471415,7507.5312985285855,1030,0.0,0.0,0.0,04:45
06_13pct,20,stanovanjsko,36988.468701471415,7507.5312985285855,1030,0.0,0.0,0.0,05:00
06_13pct,21,stanovanjsko,36988.468701471415,7507.5312985285855,1030,0.0,0.0,0.0,05:15
06_13pct,22,stanovanjsko,36988.468701471415,7507.5312985285855,1030,0.0,0.0,0.0,05:30
06_13pct,23,stanovanjsko,36988.468701471415,7507.5312985285855,1030,0.0,0.0,0.0,05:45
06_13pct,24,stanovanjsko,36391.99984922033,7369.600150779667,1013,0.0,0.0,0.0,06:00
06_13pct,25,industrijsko,95.7597929490938,33.84020705090621,3,95.7597929490938,33.84020705090621,3.0,06:15
06_13pct,25,izobrazevalno,37.70309210379658,5.496907896203421,1,0.0,0.0,0.0,06:15
