scenarij,TimeStep,celica,pos_zgornja,neg_zgornja,vozila_zgornja,Cas,sredisce_lat,sredisce_lon
50pct,0,20_6,422.43566826345307,95.96433173654697,12,00:00,45.91234,15.38201
50pct,0,20_7,508.848552121642,95.95144787835804,14,00:00,45.91234,15.38848
50pct,0,20_8,910.5040595731243,212.69594042687572,26,00:00,45.91234,15.39494
50pct,0,20_9,105.48839865475603,24.111601345243965,3,00:00,45.91234,15.4014
50pct,0,21_14,38.6336830456605,4.566316954339507,1,00:00,45.91685,15.43372
50pct,0,21_17,142.0620815342549,30.73791846574508,4,00:00,45.91685,15.45311
50pct,0,21_18,2064.6436107310183,354.556389268982,56,00:00,45.91685,15.45957
50pct,0,21_19,35.96485906535846,7.235140934641541,1,00:00,45.91685,15.46604
50pct,0,21_20,659.0351371909086,118.56486280909145,18,00:00,45.91685,15.4725
50pct,0,21_21,2257.660843698351,507.13915630164865,64,00:00,45.91685,15.47897
50pct,0,21_22,4357.873854679175,912.5261453208259,122,00:00,45.91685,15.48543
50pct,0,21_23,415.0070665693796,60.192933430620386,11,00:00,45.91685,15.49189
50pct,0,21_24,79.96259854762005,6.437401452379948,2,00:00,45.91685,15.49836
50pct,0,21_25,738.4784302506661,125.52156974933395,20,00:00,45.91685,15.50482
50pct,0,21_26,119.70031765729217,9.899682342707846,3,00:00,45.91685,15.51128
50pct,0,21_28,134.73861599075462,38.06138400924537,4,00:00,45.91685,15.52421
50pct,0,21_3,1010.2199216607554,199.38007833924462,28,00:00,45.91685,15.36262
50pct,0,21_6,72.53918551640679,13.860814483593199,2,00:00,45.91685,15.38201
50pct,0,21_7,180.63030581582854,35.36969418417147,5,00:00,45.91685,15.38848
50pct,0,21_8,159.9391540966801,56.060845903319894,5,00:00,45.91685,15.39494
50pct,0,21_9,794.0431365109911,156.35686348900884,22,00:00,45.91685,15.4014
50pct,0,22_1,286.999397081521,58.600602918479,8,00:00,45.92135,15.3497
50pct,0,22_14,35.21664042769913,7.983359572300863,1,00:00,45.92135,15.43372
50pct,0,22_16,1096.7801645458453,199.21983545415475,30,00:00,45.92135,15.44665
50pct,0,22_17,1815.0348128775781,344.96518712242204,50,00:00,45.92135,15.45311
50pct,0,22_18,2393.173566816657,458.02643318334304,66,00:00,45.92135,15.45957
50pct,0,22_19,375.41837977948137,56.58162022051863,10,00:00,45.92135,15.46604
50pct,0,22_2,220.9093245972808,38.2906754027192,6,00:00,45.92135,15.35616
50pct,0,22_20,187.60163172195925,71.59836827804074,6,00:00,45.92135,15.4725
50pct,0,22_22,363.2732477306578,68.72675226934219,10,00:00,45.92135,15.48543
50pct,0,22_24,1508.6399354323096,305.7600645676904,42,00:00,45.92135,15.49836
50pct,0,22_25,218.03996140211746,41.16003859788253,6,00:00,45.92135,15.50482
50pct,0,22_3,2187.7801094335678,447.41989056643195,61,00:00,45.92135,15.36262
50pct,0,22_8,229.5335427624371,72.86645723756291,7,00:00,45.92135,15.39494
50pct,0,22_9,106.85083570718143,22.74916429281857,3,00:00,45.92135,15.4014
50pct,0,23_1,1218.5619202156295,250.2380797843703,34,00:00,45.92586,15.3497
50pct,0,23_17,35.73347530069844,7.466524699301558,1,00:00,45.92586,15.45311
50pct,0,23_18,710.6629419868106,153.33705801318948,20,00:00,45.92586,15.45957
50pct,0,23_21,188.63841642409182,27.361583575908195,5,00:00,45.92586,15.47897
50pct,0,23_3,218.70009787696637,83.69990212303365,7,00:00,45.92586,15.36262
50pct,0,23_7,37.65872935195465,5.541270648045348,1,00:00,45.92586,15.38848
50pct,0,23_8,112.18259177191756,17.417408228082433,3,00:00,45.92586,15.39494
50pct,0,24_1,170.82191342619285,45.17808657380715,5,00:00,45.93036,15.3497
50pct,0,24_10,162.88650865059748,53.11349134940252,5,00:00,45.93036,15.40787
50pct,0,24_18,789.6674835742441,160.73251642575588,22,00:00,45.93036,15.45957
50pct,0,24_19,2535.817285001872,531.3827149981286,71,00:00,45.93036,15.46604
50pct,0,24_20,32.20824965180626,10.99175034819374,1,00:00,45.93036,15.4725
50pct,0,24_23,79.81505042858036,6.584949571419646,2,00:00,45.93036,15.49189
50pct,0,24_5,70.67797007008463,15.722029929915383,2,00:00,45.93036,15.37555
50pct,0,24_6,106.36258250830066,23.237417491699333,3,00:00,45.93036,15.38201
50pct,0,24_7,36.78407830075,6.415921699250001,1,00:00,45.93036,15.38848
50pct,0,24_8,775.4296457858559,131.7703542141441,21,00:00,45.93036,15.39494
50pct,0,24_9,2196.9071407034903,481.4928592965098,62,00:00,45.93036,15.4014
50pct,0,25_10,30.50108424401866,12.69891575598134,1,00:00,45.93486,15.40787
50pct,0,25_13,453.1391970412549,108.46080295874513,13,00:00,45.93486,15.42726
50pct,0,25_19,568.4995399809039,165.9004600190961,17,00:00,45.93486,15.46604
50pct,0,25_20,3087.644406734168,713.9555932658318,88,00:00,45.93486,15.4725
50pct,0,25_21,1748.9142333709653,367.88576662903455,49,00:00,45.93486,15.47897
50pct,0,25_22,276.9299473360544,68.67005266394558,8,00:00,45.93486,15.48543
50pct,0,25_23,567.0058105718206,124.19418942817944,16,00:00,45.93486,15.49189
50pct,0,25_24,30.30645739398876,12.89354260601124,1,00:00,45.93486,15.49836
50pct,0,25_29,192.60126647111937,66.59873352888062,6,00:00,45.93486,15.53067
50pct,0,25_5,127.31126948888182,45.488730511118156,4,00:00,45.93486,15.37555
50pct,0,25_9,144.57485224652595,28.22514775347406,4,00:00,45.93486,15.4014
50pct,0,26_17,109.8527827402921,19.747217259707895,3,00:00,45.93937,15.45311
50pct,0,26_19,2045.444793378077,416.95520662192285,57,00:00,45.93937,15.46604
50pct,0,26_20,4118.214024698179,936.1859753018208,117,00:00,45.93937,15.4725
50pct,0,26_21,4611.875602187665,874.524397812335,127,00:00,45.93937,15.47897
50pct,0,26_22,1204.7947048775582,264.0052951224417,34,00:00,45.93937,15.48543
50pct,0,26_23,279.83546220625186,22.564537793748144,7,00:00,45.93937,15.49189
50pct,0,26_25,42.09570089726767,1.104299102732335,1,00:00,45.93937,15.50482
50pct,0,26_26,174.83566274942416,41.164337250575855,5,00:00,45.93937,15.51128
50pct,0,26_29,261.5786312947952,40.82136870520487,7,00:00,45.93937,15.53067
50pct,0,26_32,273.49570579594,72.10429420405998,8,00:00,45.93937,15.55006
50pct,0,26_33,479.4941660854749,125.30583391452507,14,00:00,45.93937,15.55653
50pct,0,26_34,40.8557023104614,2.344297689538595,1,00:00,45.93937,15.56299
50pct,0,26_6,29.20740920118885,13.99259079881115,1,00:00,45.93937,15.38201
50pct,0,26_7,938.3001257843978,184.89987421560235,26,00:00,45.93937,15.38848
50pct,0,26_8,314.4251500770652,74.37484992293481,9,00:00,45.93937,15.39494
50pct,0,27_16,71.6796502060876,14.720349793912394,2,00:00,45.94387,15.44665
50pct,0,27_17,784.5732217527745,165.82677824722538,22,00:00,45.94387,15.45311
50pct,0,27_18,73.39481393038317,13.005186069616816,2,00:00,45.94387,15.45957
50pct,0,27_19,371.78211714319633,60.21788285680365,10,00:00,45.94387,15.46604
50pct,0,27_20,204.1685309775373,55.03146902246269,6,00:00,45.94387,15.4725
50pct,0,27_21,3365.0710336769916,695.7289663230086,94,00:00,45.94387,15.47897
50pct,0,27_22,2681.214374370082,515.5856256299178,74,00:00,45.94387,15.48543
50pct,0,27_23,431.29486770972005,87.10513229027993,12,00:00,45.94387,15.49189
50pct,0,27_25,42.59653313991335,0.6034668600866451,1,00:00,45.94387,15.50482
50pct,0,27_26,102.71504026417342,26.884959735826584,3,00:00,45.94387,15.51128
50pct,0,27_27,588.455887825909,102.74411217409094,16,00:00,45.94387,15.51775
50pct,0,27_28,191.70981435514693,24.29018564485308,5,00:00,45.94387,15.52421
50pct,0,27_29,1759.9013989238858,356.89860107611423,49,00:00,45.94387,15.53067
50pct,0,27_3,40.86312275789338,2.336877242106614,1,00:00,45.94387,15.36262
50pct,0,27_30,1522.4767715481232,248.72322845187688,41,00:00,45.94387,15.53714
50pct,0,27_31,75.87687022204801,10.52312977795199,2,00:00,45.94387,15.5436
50pct,0,27_9,33.52840135206752,9.671598647932477,1,00:00,45.94387,15.4014
50pct,0,28_11,291.1188040520403,54.48119594795975,8,00:00,45.94838,15.41433
50pct,0,28_12,862.586766237394,174.213233762606,24,00:00,45.94838,15.42079
50pct,0,28_13,764.7308558714062,185.6691441285937,22,00:00,45.94838,15.42726
50pct,0,28_14,233.43036226730595,25.769637732694044,6,00:00,45.94838,15.43372
50pct,0,28_16,491.59488602204453,113.20511397795548,14,00:00,45.94838,15.44665
50pct,0,28_17,1241.2720476202821,270.72795237971764,35,00:00,45.94838,15.45311
50pct,0,28_18,775.6280055841061,131.57199441589395,21,00:00,45.94838,15.45957
50pct,0,28_19,135.4724787985682,37.32752120143179,4,00:00,45.94838,15.46604
50pct,0,28_20,222.8767678132237,36.32323218677632,6,00:00,45.94838,15.4725
50pct,0,28_21,1480.5013277691226,333.8986722308773,42,00:00,45.94838,15.47897
50pct,0,28_22,3263.4395896697556,624.5604103302446,90,00:00,45.94838,15.48543
50pct,0,28_23,104.95616117187565,24.643838828124366,3,00:00,45.94838,15.49189
50pct,0,28_24,261.78654464488636,40.61345535511363,7,00:00,45.94838,15.49836
50pct,0,28_25,370.3476371115099,61.65236288848999,10,00:00,45.94838,15.50482
50pct,0,28_26,599.8496837668517,134.55031623314824,17,00:00,45.94838,15.51128
50pct,0,28_27,728.6872350164505,135.3127649835495,20,00:00,45.94838,15.51775
50pct,0,28_28,427.36558612163026,91.03441387836972,12,00:00,45.94838,15.52421
50pct,0,28_29,131.7051487144106,41.094851285589414,4,00:00,45.94838,15.53067
50pct,0,28_30,1651.5701318557983,292.4298681442018,45,00:00,45.94838,15.53714
50pct,0,28_31,174.53391944644397,41.46608055355599,5,00:00,45.94838,15.5436
50pct,0,28_32,35.63159104645407,7.568408953545932,1,00:00,45.94838,15.55006
50pct,0,28_5,69.34180397406548,17.058196025934528,2,00:00,45.94838,15.37555
50pct,0,28_8,31.56912977810591,11.63087022189409,1,00:00,45.94838,15.39494
50pct,0,29_10,65.36695197073723,21.033048029262762,2,00:00,45.95288,15.40787
50pct,0,29_11,1383.7317172203946,257.86828277960535,38,00:00,45.95288,15.41433
50pct,0,29_13,1461.6488755855623,309.5511244144376,41,00:00,45.95288,15.42726
50pct,0,29_14,527.3584268108725,77.4415731891275,14,00:00,45.95288,15.43372
50pct,0,29_17,1093.9192878760005,202.0807121239996,30,00:00,45.95288,15.45311
50pct,0,29_18,849.7703736999908,143.82962630000918,23,00:00,45.95288,15.45957
50pct,0,29_19,535.6585636143991,112.34143638560093,15,00:00,45.95288,15.46604
50pct,0,29_20,896.2039718459393,183.7960281540607,25,00:00,45.95288,15.4725
50pct,0,29_21,969.2056539440987,197.1943460559013,27,00:00,45.95288,15.47897
50pct,0,29_22,2647.513587287291,592.486412712709,75,00:00,45.95288,15.48543
50pct,0,29_24,2534.1598057420483,576.2401942579517,72,00:00,45.95288,15.49836
50pct,0,29_25,2481.373884874059,499.426115125941,69,00:00,45.95288,15.50482
50pct,0,29_26,779.936403164359,170.463596835641,22,00:00,45.95288,15.51128
50pct,0,29_27,379.9074004166892,95.2925995833108,11,00:00,45.95288,15.51775
50pct,0,29_28,70.44735339403562,15.952646605964382,2,00:00,45.95288,15.52421
50pct,0,29_30,692.5821590711569,128.2178409288432,19,00:00,45.95288,15.53714
50pct,0,29_4,1574.6962447787805,326.1037552212195,44,00:00,45.95288,15.36909
50pct,0,29_5,734.7211386659629,129.27886133403706,20,00:00,45.95288,15.37555
50pct,0,29_6,171.5726735995862,44.427326400413776,5,00:00,45.95288,15.38201
50pct,0,29_7,32.61184863292134,10.58815136707866,1,00:00,45.95288,15.38848
50pct,0,29_8,537.7221874829064,153.47781251709364,16,00:00,45.95288,15.39494
50pct,0,29_9,1983.8169511881238,392.1830488118761,55,00:00,45.95288,15.4014
50pct,0,2_21,41.12969765467115,2.070302345328846,1,00:00,45.83126,15.47897
50pct,0,2_25,1174.7045885242646,164.49541147573524,31,00:00,45.83126,15.50482
50pct,0,30_10,170.74994064828292,45.25005935171709,5,00:00,45.95739,15.40787
50pct,0,30_11,79.41125723826912,6.988742761730885,2,00:00,45.95739,15.41433
50pct,0,30_15,32.01838014346716,11.18161985653285,1,00:00,45.95739,15.44018
50pct,0,30_16,1035.4419425799238,217.35805742007614,29,00:00,45.95739,15.44665
50pct,0,30_17,1534.8286734869494,322.77132651305055,43,00:00,45.95739,15.45311
50pct,0,30_18,1570.1361318698794,330.66386813012076,44,00:00,45.95739,15.45957
50pct,0,30_19,810.7968322800326,139.6031677199674,22,00:00,45.95739,15.46604
50pct,0,30_20,965.697559020777,200.70244097922298,27,00:00,45.95739,15.4725
50pct,0,30_21,836.2805155467693,157.3194844532308,23,00:00,45.95739,15.47897
50pct,0,30_22,1168.8954353277854,213.5045646722145,32,00:00,45.95739,15.48543
50pct,0,30_23,2827.277301744976,628.7226982550244,80,00:00,45.95739,15.49189
50pct,0,30_24,6622.139775696771,1413.0602243032286,186,00:00,45.95739,15.49836
50pct,0,30_25,2198.7558309416627,436.44416905833714,61,00:00,45.95739,15.50482
50pct,0,30_7,322.35230038547667,66.44769961452336,9,00:00,45.95739,15.38848
50pct,0,30_8,638.4629603592252,182.33703964077478,19,00:00,45.95739,15.39494
50pct,0,30_9,444.08508277410033,74.31491722589963,12,00:00,45.95739,15.4014
50pct,0,31_10,604.1828117363489,130.21718826365108,17,00:00,45.96189,15.40787
50pct,0,31_12,35.49956163312714,7.700438366872861,1,00:00,45.96189,15.42079
50pct,0,31_13,795.5828090348277,111.61719096517223,21,00:00,45.96189,15.42726
50pct,0,31_14,1549.5463723220585,264.85362767794163,42,00:00,45.96189,15.43372
50pct,0,31_15,1131.034327665362,251.36567233463785,32,00:00,45.96189,15.44018
50pct,0,31_16,266.7047471069739,78.89525289302608,8,00:00,45.96189,15.44665
50pct,0,31_17,1391.6564228454895,293.1435771545105,39,00:00,45.96189,15.45311
50pct,0,31_18,1151.2215809651816,187.9784190348185,31,00:00,45.96189,15.45957
50pct,0,31_19,453.84765700475145,107.75234299524854,13,00:00,45.96189,15.46604
50pct,0,31_20,759.6341767539666,147.5658232460334,21,00:00,45.96189,15.4725
50pct,0,31_21,740.3546477268669,123.64535227313306,20,00:00,45.96189,15.47897
50pct,0,31_22,1486.1704821854257,328.2295178145743,42,00:00,45.96189,15.48543
50pct,0,31_23,5732.430658112713,1179.569341887287,160,00:00,45.96189,15.49189
50pct,0,31_24,4695.86868840126,1006.5313115987394,132,00:00,45.96189,15.49836
50pct,0,31_25,310.57921247084926,78.22078752915071,9,00:00,45.96189,15.50482
50pct,0,31_7,1021.6568799137542,231.1431200862458,29,00:00,45.96189,15.38848
50pct,0,31_8,1590.7162604835291,266.88373951647094,43,00:00,45.96189,15.39494
50pct,0,32_11,365.6392526416196,66.36074735838045,10,00:00,45.9664,15.41433
50pct,0,32_12,43.07193683178621,0.1280631682137914,1,00:00,45.9664,15.42079
50pct,0,32_13,607.0427853568567,127.35721464314331,17,00:00,45.9664,15.42726
50pct,0,32_15,95.42021050137907,34.179789498620934,3,00:00,45.9664,15.44018
50pct,0,32_16,184.0170587931581,31.98294120684188,5,00:00,45.9664,15.44665
50pct,0,32_17,339.111263061818,92.88873693818195,10,00:00,45.9664,15.45311
50pct,0,32_18,892.4859289760052,187.51407102399477,25,00:00,45.9664,15.45957
50pct,0,32_19,99.17756358232647,30.422436417673538,3,00:00,45.9664,15.46604
50pct,0,32_20,69.33079640284558,17.069203597154416,2,00:00,45.9664,15.4725
50pct,0,32_21,79.5023482173255,6.897651782674484,2,00:00,45.9664,15.47897
50pct,0,32_22,3631.9072815935,774.4927184065002,102,00:00,45.9664,15.48543
50pct,0,32_23,423.10772105312435,52.09227894687564,11,00:00,45.9664,15.49189
50pct,0,32_24,306.2851343550538,82.51486564494621,9,00:00,45.9664,15.49836
50pct,0,32_28,185.35535769460174,30.64464230539826,5,00:00,45.9664,15.52421
50pct,0,33_10,35.29331636135032,7.906683638649679,1,00:00,45.9709,15.40787
50pct,0,33_12,1017.3450515053768,192.25494849462336,28,00:00,45.9709,15.42079
50pct,0,33_13,31.18048305648899,12.01951694351101,1,00:00,45.9709,15.42726
50pct,0,33_15,961.4886335907274,204.91136640927255,27,00:00,45.9709,15.44018
50pct,0,33_17,734.1794990533523,129.82050094664774,20,00:00,45.9709,15.45311
50pct,0,33_18,806.6848069821953,230.11519301780487,24,00:00,45.9709,15.45957
50pct,0,33_19,465.09070031257926,96.5092996874207,13,00:00,45.9709,15.46604
50pct,0,33_21,34.85856774477614,8.341432255223863,1,00:00,45.9709,15.47897
50pct,0,33_22,2384.4939109199872,509.9060890800127,67,00:00,45.9709,15.48543
50pct,0,33_26,79.89688919249797,6.503110807502031,2,00:00,45.9709,15.51128
50pct,0,33_28,812.3484988379073,181.25150116209267,23,00:00,45.9709,15.52421
50pct,0,33_31,181.55844164543402,34.44155835456597,5,00:00,45.9709,15.5436
50pct,0,33_7,176.65223410545025,39.347765894549774,5,00:00,45.9709,15.38848
50pct,0,33_8,257.0479765804183,45.352023419581684,7,00:00,45.9709,15.39494
50pct,0,34_10,990.1608152655974,176.23918473440264,27,00:00,45.97541,15.40787
50pct,0,34_15,231.7893873082094,27.410612691790593,6,00:00,45.97541,15.44018
50pct,0,34_16,118.8968271724101,10.703172827589906,3,00:00,45.97541,15.44665
50pct,0,34_17,166.20901110815947,49.79098889184055,5,00:00,45.97541,15.45311
50pct,0,34_18,661.3967626903234,116.20323730967658,18,00:00,45.97541,15.45957
50pct,0,34_19,281.1599446074979,64.44005539250213,8,00:00,45.97541,15.46604
50pct,0,34_22,520.055613391609,84.74438660839103,14,00:00,45.97541,15.48543
50pct,0,34_25,33.41779575094827,9.782204249051723,1,00:00,45.97541,15.50482
50pct,0,34_29,150.09063924087212,22.709360759127872,4,00:00,45.97541,15.53067
50pct,0,34_31,102.1378435544468,27.462156445553187,3,00:00,45.97541,15.5436
50pct,0,34_6,186.22620551428386,29.773794485716113,5,00:00,45.97541,15.38201
50pct,0,34_7,37.88398426125229,5.31601573874771,1,00:00,45.97541,15.38848
50pct,0,34_8,70.80544219402474,15.594557805975263,2,00:00,45.97541,15.39494
50pct,0,35_10,105.92804314622639,23.671956853773587,3,00:00,45.97991,15.40787
50pct,0,35_11,157.23056744006402,15.569432559935994,4,00:00,45.97991,15.41433
50pct,0,35_14,299.5087990537305,89.29120094626947,9,00:00,45.97991,15.43372
50pct,0,35_19,599.9080315263548,134.4919684736452,17,00:00,45.97991,15.46604
50pct,0,35_20,36.05852025452953,7.14147974547047,1,00:00,45.97991,15.4725
50pct,0,35_21,395.79280229658457,79.40719770341548,11,00:00,45.97991,15.47897
50pct,0,35_22,175.2253135651631,40.77468643483691,5,00:00,45.97991,15.48543
50pct,0,35_23,34.00611953240448,9.193880467595525,1,00:00,45.97991,15.49189
50pct,0,35_26,551.5441492568605,96.4558507431396,15,00:00,45.97991,15.51128
50pct,0,35_27,250.91054420645733,51.48945579354269,7,00:00,45.97991,15.51775
50pct,0,35_29,370.55288568382076,61.44711431617922,10,00:00,45.97991,15.53067
50pct,0,35_31,205.8455706455339,53.3544293544661,6,00:00,45.97991,15.5436
50pct,0,35_6,180.787613921101,35.21238607889901,5,00:00,45.97991,15.38201
50pct,0,35_7,237.36081650886155,65.03918349113844,7,00:00,45.97991,15.38848
50pct,0,35_8,877.1637722547975,159.63622774520258,24,00:00,45.97991,15.39494
50pct,0,35_9,190.54363027639505,25.45636972360494,5,00:00,45.97991,15.4014
50pct,0,36_10,98.5365703081245,31.06342969187551,3,00:00,45.98441,15.40787
50pct,0,36_19,60.27167475570434,26.12832524429567,2,00:00,45.98441,15.46604
50pct,0,36_20,37.29881351183221,5.901186488167787,1,00:00,45.98441,15.4725
50pct,0,36_21,214.21972053553117,44.98027946446888,6,00:00,45.98441,15.47897
50pct,0,36_8,79.84290277755392,6.55709722244608,2,00:00,45.98441,15.39494
50pct,0,37_11,42.20055750062742,0.9994424993725852,1,00:00,45.98892,15.41433
50pct,0,37_19,506.528497074811,98.27150292518901,14,00:00,45.98892,15.46604
50pct,0,37_20,281.53024227395974,64.06975772604022,8,00:00,45.98892,15.4725
50pct,0,37_21,111.58781963188068,18.012180368119314,3,00:00,45.98892,15.47897
50pct,0,37_25,76.3012592034008,10.098740796599188,2,00:00,45.98892,15.50482
50pct,0,37_26,30.5677142267254,12.6322857732746,1,00:00,45.98892,15.51128
50pct,0,37_28,104.9296095949957,24.670390405004284,3,00:00,45.98892,15.52421
50pct,0,38_19,117.60473131607777,11.995268683922227,3,00:00,45.99342,15.46604
50pct,0,38_20,75.15483519866645,11.245164801333551,2,00:00,45.99342,15.4725
50pct,0,38_21,1738.1302158925037,335.4697841074962,48,00:00,45.99342,15.47897
50pct,0,38_22,665.9272758925349,111.67272410746514,18,00:00,45.99342,15.48543
50pct,0,38_23,39.22714423897255,3.97285576102745,1,00:00,45.99342,15.49189
50pct,0,38_24,112.59656315759565,17.003436842404334,3,00:00,45.99342,15.49836
50pct,0,38_25,127.29742208864687,45.50257791135315,4,00:00,45.99342,15.50482
50pct,0,38_26,77.44872727482591,8.951272725174086,2,00:00,45.99342,15.51128
50pct,0,38_27,64.3825786157677,22.017421384232307,2,00:00,45.99342,15.51775
